task_num,text,grade
28,"28. Х- норм кисть; Х- синемация кисти; х- В. п. ходов, о зовут за дав Девочки: равзав речь -аномалия кисти; норм уши Мальчики: уму- норм. кисть; гипертрихоз У-снимания кисти; норм уши В потомстве 2) В: 8 хочет зав G. Б' Девочки: Мальчики: завула – норм. кисть, норм уши норм. кисть, норм уши Хачу- анамамия кисти; гипертрикоз В первом браке возможно рождение двух детей с нормальной жестью и гипертрихозом Рождение такой девочки (хаврав) и рождение такого мальчика (зав)",0
28,2-6. 3) Теория дрейфа континентов. 27. 1) По условию условию частота встречаемости д. слутантного генот пипа а а встр 2) Частота треч. регаемости аллеля д слутантного аллеяя,0
28,ходив аномалия кисти нет гипертричоза нет аномами кисти нет гипертрихоза м,0
28,"2 вариант: × хлуав аномалия кисти нет гипертрикоза нет аномалии кисти нет гипертржоза а) F2: генотипы и и фенотипы возможных дочерей: генотипы и фенотипы возможных сыновей: ка уже - нет аномами кисти, нет гипертрихоза 3) Да, в первом браке возможно рождение ребенка нормальным развитием кисти и гипертри- Такой ребенок получает X-хромосому, не рецессивный аллель а от дошинантный аллель А от Матери -хромосаму, несущую рецессивные аллели от отца",0
28,"за овся No 28 от за у + нормальная кисть, нет гипертрахоза аномалия в развитии раза гипертрихо жести, рекрасоверные: кроссоверные: (у ав) а ха ха Я нормальная кисть, нет гипертрихоза Ха -Фаномалия в развитии кисти/нет гипертрихоза хацав- о аналамия в развитии кисти/ гипертрикоз нормальная жесть (гипертрихоз см. лист 3",3
28,4) Элементы рефлекторной форм условного слоноотд. рефлекса: зрительные резептыры зрительный нерв затылочная доля корн больших никарий полушари продолговаться мор Слюнная железа,3
28,"мутации 9= 00001 = 001 3) частота встречаемости нормаль p = 1-q = 1- 0,01 = 0,99 4) частота нормального фекотипа: = 0,9801 (98.01%) 2pg = 2 0.01-0,99 = 0,0198 ( 1,97%) Ответ: фродол; р(а)=д99; р*(аА)=0,9801; q (aa) = 0,0001; 2pq (8Aa) = 0,0198 эволюционный фактор, который может приводить к снижению дом рецессивных помозают во всей женисленности человек кой популяции днейф ченов см. лист 4",0
28,"Да Како: решение цв. -гипертрикоз А гдоров а- анома маше в развитии клет м 1) зацв д. д.) носитель аномалия G. + гипертрухоз F.P. G.-? Ex? -д апомами +4 +2 -здоров, поситель акома ми, здоров, шпептриход апомалия, гипер- 2) Р: 2 у- нуликоз K аномами о G. здорова, ситель апам палалии у- апомался 3) рождение в первом браке",0
28,"(28) А- апомание в развитии кисти у сцеплен с х и у хромосомой. а- сгорна В- штатрахоз суплено с д промосомой. в-корта а 1) Ре д. 33х о х з норма шорма сложание в развитие книги гипертраход в (413) - суспишные (дав)- красоведные а, лорна, корма Ел. 9 х от х 1 В- охломался в развитии кисти липертричоз. -спомался в развитии книги норма в хазов - порта; гипертрахоз браке возможно рождение ребенка с нормальным развитием кисти и с гипертричком и это мальчик с как он получил галичу",3
26,"1. Тестируемый препарат не разрушает вирус сные частица, так как через каждые 24 часа их становилось больше 2. С помощью исследовать влияния препарата на вирусные частицы можно установить, действительно мы препарат здействие на вирусы у спас",0
28,"Решение и е - гипертрикоз тие Разд Хазе Красоверные A) педросов. оссов. составим решетку Типпета девоч, нормальное развитие кисти, мальчик, гипертрихозви нормальное развит витие каст",0
28,"р + д = 1 рхо, 9899- частота доминантного аллеия 1:10000 = 0,0001 9998- частота + 0, 000 1 = 1 доминантной гомозиготы",0
22,"N24 1) Безусловный рефлекс синоноотделения при отсутствии безразличного раздражителя изображен на рисунке А 2) Центр сиюноотделения расположен в продолговатом том мозге 3) Инстинкт - врожденное сложное поведение организма (приш.: забота о потомстве у птиц), а безусловный рефлекс - врожденная приш.: реакция организма на внешний раздражитель (отдергивание руки от горячего предмета)",2
28,вв вв. Аахав гиперт. 390 ров 390р. гиперт. 2) Ре ха х ААЦЕВ см. лист No4,0
28,аа вв. AA д н. к. ран. к. 3дор. 3 дор. 390р. 3дор. 3) Да в следствии красенговера.,0
28,в Даном ом. р.кис без много о норм кисти. без прериказа. G: зову норм. р. кости безчмертрихоз. Возможно рождени дение в 1 браке ревенка с гиперерерихозом и норм. Р. красивовёр клети благод кроссоверна венной от матери,0
28,"(168) аномалии алепи хв.в оленский пол: приход, - гипертрипоз с акомомий кисти без гипертрич с анамамой кисти- Му года Чужков пол хвазы- гипертрипоз, анамаши кисты без гип 3 уивание ети. 3 Серединован Да аналит мать без мест",0
28,"хад или хАб, норм. аном. гип. КОРМ. норм. норм. порт. 6: а 9 не КРОСС. кросс. аналл. норм. или гипер. а в д родилась когда др. возможные варианты-",0
28,"за 6 F.: а 9 порт. порт. корм. покм аном. корм аном гип Разможно, если у у матери будет генотип и произойдёт кроссинговер так или как х ад дочь по фекотипу имеет агенотип а в (хадот отца)",0
22,"No23 1) тестируемый препарат разрушает вирусные частицы, т.к. по результатам таблицы заметно уменьшение количества вирусных частиц в образце скустя 24 часа после введения добавления тестируемого препарата. No24",0
28,N29 Дано: Решение: -анамалия в развитии кисти Р: д./ХРХ 1 брат. – Нормальное развитие нисти хауль нормальное -ано аномания развитии развитие кисти; не в гипертриевза аномапия в развитии нисти; гипертрахоз кисти некрассоверные: ле: 6:- развитие кисти Кроссовёрные: гипертрихоз нерекомбинантные F1: - нормальное развитие кисти; нет гипертрихоза ха 44 в репомочнонтные: аномапия в развитие нити Шпертихоз аномопия - в развитии нисти; нет гипертрахоза нормальное 2 брак: аномапия в развитии насти; нет гипертрихьза х в хаца нормальное развитие нисти; нет гипертрахоза см,3
28,"6. F2: § 3 4 хаця – аноматие развитии - анаманил в развитии трихоза. трихоза неё имеррихода. кусту – нормальное развитие трихоза первом нормальный ская ходя возможно рождение развитием кист с ребёнка с Испертрихозом ,так как в его генотипе материн- аппепи, есть Х- хромосома, содержащая рецессивные У -хромосома, популярная в содержащая ремессивные аппет и отцовеная кроссинговера и имеющая ген гипертрихоза",3
28,"высокое артериальное пшрафа давление в сонной артерии наблюдается по той причине что из-за за длинной шем провь может не достижуть головного мозга при низком артериальном взавлении и мозг перестанет и питание Поэтому чтобы компенсировать это необходимо высокое артериальное давление которое будет питать готовной мор не погибнет. не пиратов соединительная ткань имеет большую плотность чем и человека, т.к. пшрафа наблюдается высокое артериальное давление результате которого в по напиткнеры поступает большое количество крови уже газообмена. см лист No5",3
26,"патологически 4) У людей при зрительном артери териальном возникать давление ногам приходят повышенным вызывает вместе которая может попическом повышенном отечность, тканневой жидкости большое количество крови отечность",0
28,2 скрепцивание аномалия а дяв мормо ормально плохое развито вити ие не чисти жист за нет G.,3
28,"В первом браке возможно рождение ребенка кис нет, и и нормальным раз тием е к отц гиперт ринозом, кроссинговера результат изультате сформиро- себе валась гамета которая несёт отрино за за и отсутствие аномалии развития кисты ма ма атери нет генов аномами и мне уприкоза развития кисти",3
28,"аномалия в развитии кисти, нет шпертрихоза, девочка нет нет аномалии в развитии кисти, когда гипертрихоза, мальчик девочка Кака- нет аномалии в разве пихо развитии кисти, нет гипертрах девочка в развитии ртрихоза, хв. зав. -аномался в развитии кисти, нет гипертрих ертрихоза, мальчик Казав -нет аномалии в развитии кисти, нет гипертрихоза малчик",3
26,"В первом браке возможно рождение ре ребёнка с нормальным развитием кисти и с гипертрихозом (хауав), так как от матери ребенок получает гамету не несущую хот аллель аномаши развития кисти, а от отца ребенок полу- чает гамету, не несущую аномалии развития кисти, но алдель некущую рецессивный гипертрихоза находящийся в У- промосоме).",2
28,"Задание 28 а а (типертрикоз, аномалия кисти) нормальная кисть, без гипертрикоза G. G.(V) за нормальная кисть аномалия кисти у - нормальная кость, с гипертрикозом, мальчик ума- с анамамет кисти, без типертрикоза, деточка Рэксту аномалия кисти, типентрикоз без аномаши гипертрикоза - деточка, безтипертрикоза и саномаший кисти VIVI- малышк без гипертрикоза и саномаший кисы девочка, без типертрикоза и аномаший кисти качв- малышк, без гипертричоза и аналаши кисти Р. Ла, тозмонно, так как женектрах из сценены 7 класса. сфугой и английские руки яркими дощихсяной априч. ущкании образуются тамет",0
26,"2) Электронная микроскопья 3) Сезонность и тируса лоспасина Казахстана. Также вирусы постоянно меняются, что ночь мимал разработке протековарядных аппаратов",0
28,"1) + 2 р. (на + а 2 Харуш Вадренберга 1/1 а) = 1. 9) Таа) = 10000 0,000) - гастота поша встречаемости завопевания = Vg = = 0,0001 = 0,1 - частота встречаемости рецесси цессивной аппеля лицтянтного = 1- 0, 0 | = 0, 99 – частота встречаем меняет корняльного рист",0
28,Бано: Решение у- гипертрикоз за А- нормальная кисъ а- анониялия кисти (+1) здоровая 4 46 4G - ертрих гипертрич а.к. 2. I Вар. Р хаха о а а в хаза нормальная кисть и гипертрихоз возможный иф за за просшто вари у за здорова а. к а,0
28,"хар з ха!ЗА не нет аномами к неп нет гипертнехода сигнала плота нет интертракту амомами пити нет шпортатом нет английский к нет интернет нет акколаем гипертрида д уявил шампля шит ртрика. анемация нети терти д.хав., а нет благоли гипертрека 2) Р: нет оценками лим шипи пипелотипада нет нет аналоги пит ите, гипер тертри треть п. п. нето сиглаш з запа а лет ошола нет никотрим дисполага и нет никакие ошомался несть гипертрипы лихоз. нет ошомали пит пет гипертназда зовут нет ополешь хав аналогия и нет гиперции Д.п а мысломя и нет гипертра 3) Да возможно, это задевания с геманином я хав от (Х- от отца) и молочия. методы; уд -ону).",0
28,6) дрестф генов 28.1) 1 скрицивание: -Аломаши разселении кисти рук в.; сеносмал. норм а -порма В-иорша в- гипертрихо J б: ха происхождения госпиты норм н за за заб аномол Смотри мот,3
28,"2) В торое скресувание: Р.п смешал. G. F.: Д.: звук от, хазав сломал атомал, норм. а шорги корни. норм. 3) Рождение в первом броке ребёнка с нормальным развитием рук и Т.к сын получил результате крохинговера, а от монири Ха",3
26,"предполагаю, что на территории Южной Америки. По показанно на стеме Сумчатые как из многих другие виды, были привезенны в Австралию переселенцовых",0
28,"g aax здоровьи b кисти, гарантрибоз девочка, гипертраха, английские кисти аал- в - мальчик, гепертрихоз, без сепомами писта ь- девочка, сеталамия кисти, без гипертрихоза здоров - мальчик, о аах анализмен плоты 3) Нет. Да",0
28,"No27. 0,0071 - мутантный года генотип A 2°(да) 2 10000 ptq = 1 р= 1-д г 1- 0,01= 0,99- чистота нормальных аллелей. - 10 0001 - 0 01 частота мутантных хмелей 4). f(aa) = 0,0001 f(AP) = 0,99 = 0,9801 f (f\e) = 2.jpg 2 0,01 0,99 = 0,198. + 2pq +q = 0,9801 + 0,198 + 0,0001 = 1,1782 естественного отбора рощ сокращ ещё- фактором рецессивных 5) ет да см. лист 3",0
28,норнельное развитие кисти нет аномельное развитие кисти сегодня норнсельное развития ности нет желертрихода нормальное развитие кости нет гипертри у её В акональное развития квести нет пертестозд. аномелия развестает сввести нет гипертрихозд хл.в. у здоров двум скам.,0
28,нет гипертрахо- нет сенонами развития жести. нет гепертрихада английской развития листа нет элементрикоза нормальное развитие дисты. гипертрихоз аноналген развития раза вести. 2) Да возможно в тешон случае авиатый гетеро загатов ден дум данных заболеваний: – носителем лесить,0
28,"женщина нормальные развитие- кисти, ни шкуршхоза мужчина аюбмалия развития кисби, гипертрахоз. G: красаверные ламеты Б: генотипы, фенонили дочерей: Х- нормальное развитие кисти, нет гипертригоза Х- аномалия генотипы, фенотипы извидил кисти, не гипертрикоза Олновей: -аномами развития кисти, гипертрихоз -нормальное развитие 2) R2' женщина аномалия раз- вития кисти, нет гиперт мужчина. нормальное развитие кисти, нет пипертрихоза генбилы, фенотипы Х- аномалия развития кисти, неб. элепертрихоза генобины, фенотипы сыновей:",3
28,"Ре: охака 6:1 апоматной – девочка без шпертрихоза и нормальной жестью -дивитель дез инертрисоза, с пермальной пистью ада Х РФ, - малышк с кормальной кистью, без шпертрикоза См. лист 6",3
28,Признак Ген Генотип нормальное развитие кисти аномальное развитие кисти Гипертрихоз есть Ув Ху в Гипертрихоз года отсутствует Ууь,0
28,"Схема I брака. в хара нормальное развитие кисти аномальное развитие кисти; гипертрихоз сало ХХЧ анализное развитие кисни, 25% мальчики: П ХХХХ- нормальное развитие кисли, 2 Хауль- аномальное развитие кисти, Так как в условии не уточняется информация о генотипе муж нет информации о его родителях, кроме про возможных варианта скрещевания.",0
28,"мальчики. АХ упо- нормальное развитие кисти; гипетрикоз отсутствует, апрмальное нормальное развитие раз ветие кисти кисти; гипертрикоз отсутствует Некрассоведные Красоверные. х- кроссоведная, аномальное развитие кисти мальчик. е х- 8 ХРС- некрассоверный, аномальное развитие кисти, гипертрикоз отсутст сутствует 2 ХЧУПК красоверный, нормальное развитие кисти, гипертрихоз отсутствует. ""Х""Х""",0
28,"некроссовление Кроссоворская девочки я х х- кроссоварная, кормальное развитие кисти, шальчики 2 ХАЧАВ некрассоверный, нормальное развитие кисти, гипертрахо отсутствует; кисти, гипертриход отсутствует!",0
26,"сына с Ответ: в первом браке возможно рождение приходят, Расшпортри нормальным развитием кисти так как этот ген достанется ему от матери, а чего инертрихоза достанется мальчику от отца.",0
28,"No 28 А- аномалия в развитии Насти а- отсутствие апомолии гипертрихоз. 1) Раз отсутствие апомалии, отсутствие гипертрихоза гипертрихоз аномалия нисти, 6,3 хауль - непросоверные - нросоверные. уль , отсутствие аномалии, отсутствие гиперприхоза , аномалия нисти, гипертрихоз саномалия нисти, отсутствие гипертрикоза отсутствие апомалии, гипертрихоз. 2) Р.п. аномалия развития Кисти, отсутствие гипертрихоза отсутствие отсутствие апомами наста гипертрихоза Б.: F. аномалия кисти, отсутствие гипертрихоза хлуа аномалия ристы, отсутствие гипертрихоза 7, отсутствие анализии, отсутствие гипертрихоза. отсутствие апослалии, отсутствие гипертрипоза. 3) Да, возможно. Это ребёнок с генотипом X уд.ч ) который состоит из материнской непроссоверной ха хромосомы 4 отцовской",3
28,"Решение: норм. чисть. норм. писть без гипертх. аномали, никто гипертх. ртх. 443 уяв кр. - норм. кисть -аномал.кисть, гипертрихоз - норм. кисть, гипертрикоз ав Хуль анализность G. норм. шесть без гипертрих. х – а уа ананальная шесть аномальная жесть, без гипертрикоза нормальная кисть нормальная кисть, без гипертрихоза.",3
28,"возникает отечность нижних конечностей. 28. решение. Онвет: G. зы- нормальное развитие С апомался развития кисти (шерфикоз. м. р. X д. с анам! роцв. кисти кистки и гипертрахозам, потому что заболевание передаётся командрически, а этозначит, что родившийся в первом браке мальчик будет болен гипертрахозом, что можно видеть",0
28,"людей (р.) 0,99 = 0,9801 p* + 2pg + q2= 1 К снитению рецепивных гомознгот может привести No28 0.9801 to. 0.198 + 0,000 |= | в естественный отбор. А- аномалия развития кисти РФ ха ха а- нет аналами. 6. (X В- гипертрихоз непроссоверные Б- нет гипертрипоза просоверные",3
28,ха дав - мужчина; нет апамами; гипертричоз. у (59) X (2 F2 а ха- женщина; нет аномалии ха дев - мужчина; нет анамамии; нет гипертумпоза жилщина: акамалия кисти дав- мужчина; аномалия кисти; нет гипирткиноза. Рождение такого ребёнка в первом браке возможно т.к. происходит проссинговер в храмосомах мужчины вследствии которого обращется промогома с признаками (48),3
28,"в развитии ока асосоль В - обсуждение на В удо анализии в развитии писал без гипертрихоза году от заряда- периодами развитие кислоты, ац интерврежда о- гипереренной F1-?; 3) спредливание Я) Б: кто хорошо следует- смешанный взглядеть вместе без гиперзиноза ошомалей в рубный шести, без генеральза, гв [2'] Р:хав, 1 а X 4B Хабо- нормальное развитие писые без женщиноза -пормальное развитие кисти, без гиперброда. ховув -ананкельное развитие кисти без непервичной ру за уавур- апомельное 1) Р. 0 Х. в а в развитии кости, без гиперброда. нормальное Развитие место, без гип гипер вриходч зак. хан ХАВ 2 скрепривание алемами, в рублей ника. с интересами Хаб злъуав -пормальное развитие какой, шпортфист,",0
22,"No22. Тыкой отрицательный контроль нельзя считать досквоиным. Оприцательный контроль предполагает, что изучаемый объект не подвержетеле каким-либо воздействием на него и остальные параметры сох- раняются. В данном же случае изучаемый объект подвергается воздействию: забавленный противовирус ный препарат, т.е имеется независимая переменная Это противоречит условию отрицательного контроля. Отрицательный контроль: на клетки не оказывает ся в воздействие противовирусного препарата, а так же все остальные параметры и условия (телеперы- вид и количество клеток шира, газовый состав среды, и ш. остаются неизменными.",2
22,ют никаких признаков жизни. Проникал в клетку ва русы используют фермент обратная транскриптаза для осуществления обратной трынскрипций (синте за вирусной ДНК на мощице РНК клетки) и актив ного размножения вирусных частиц внутри клетки с их последующим выходом и смертью кленики. No24.,2
28,"(aa)- Рассчитаем частому рецессивного алиеме а ""Аа"". рассчитаем частому дошинантного аллерг в понимании (а) = 1 Раз= 1-скл P(A)= 1- 0,01= 0,99 Кайдем частоту генотика (AA) = (0,99) = 0,9801 (столицей",3
28,"ра + нормальная кисть, нет 4d аномальная кисть, генеририкоз G. не ерные некроссоверные ad) кроссоверные VAA I Нормальное кисть, нет инертрихоза некрас совер- аномальные кисть, инертрихоз ные клас- аномальная кисть, нет гипертрихоза совер- a vad? о нормальном кисть, имертрихоз ные Танашальные нормальная кисть, нет гипертри кисть, нет гимертрихоза хоза",3
28,26. 1) Сумматые животные могли обитать Африке из-за бола теплого климата. Закономерность расселения можно на блюдать из-за разного типа литания из-за хищналиства образа жизни. В основе геологической теории лежит теория Эволюции В процессе,0
28,рождение ребенка с нормальным развитием киста и гиперприхозом. (Генотип: хаь у а в) 43-39 кроссингьвера. (мужская замета 27 2) K снижению мог привести доли фактор- редессивных гомозигон дрейф-генов.,0
28,"No27 2= 0,0001 аллелей p=1-0,01=0,99 p =0,9801 частота норм аллелей частота АА(р)= 0,9801 - норма частота аа(а)= 0,0001 - проявление болезни в фенотипе частота Аа(гра)= 1-0,9801-0,0001=0,0198 - норма К снижению доли рецессивных гомозигот в человечес- кой популяции может приводить естественный отбор",3
28,"2- 2 в 1) в ыпр.м. несть аномалия кисти гипертрахоз проссоверные гометы. , , , , , норм, кисть женщина аномалия нисти норм. уши. мужчина норм кисть норм уши музыка аномолия кисти норм. уши в 6: аномалия пасти норм. уши женщина норм. кисть. мужчина. см. лист 2",0
28,"No27. Частота встречаемости заболевания - 1:10000 = = 0,0001 (da) Найти: Частоты аллелей А-? 1) Найдём частоту аллеля 0,0001 => д (0)= 0,0001 = 0,01 Найдём частоту оллеля (А) p+q=1 p(f)= 1- 0,01= 0,99 Найдём частоту генотипа (AA) растал= 0992 Найдём частоту у генотипа (Не) 2pg (he)=9.099.091= 0,0198 5) р 1 2рд 7 де = 1 0,980± 0,0198± 0,0001 = 1 Ответ: Частота оллеля (А)- 0,99; частота частота фенотипа (Аа)- 0,0,198; частота феноти- по (да)- 0,0001 6) Наследственная изменчивость/дрейф генов.",0
28,24. 1) Но о рисунке Г отоброжен безус из условный редолекс слюндотделения и отсутствует безразличный раздражитель,0
28,"No33. 1) Нельзя, т.к. показания после введения препарат та практически не отличались от показания до",0
22,"No24 1) На рисунке А отображён безусловный рефлекс слюноотде- ления и отсутствует безразличный раздражитель. 2) Собака ест пищу, и у неё вырабатывается слюна. 3) На рисунке цифрой 2 обозначен рефлекторный центр безусловного слюноотделительного рефлекса. 4) Безусловный рефлекс проявляется благодаря нервным импульсам, возникающим вследствие раздражения ре центров.",1
28,"No28 АВ, G. -некрассоверные гаметы - кроссоверные гаметы кисти руках ки и редк трикоза иказа. кисти ХАВХАЬ -дочь, аномалия развития рук и с гипертри хозом. трикоза.",0
28,"2P: от хаву Ав -некроссоверные галиты красоверные галета Б: хавзав трикоза хвах- дочь, аномалия развития кисти и без гипертри коза кавуав- сын, ошолками развития киста и бе трикда трикоза. 3) Это возможно. Благодаря кроссинговеру между от лемями в генак отца.",0
28,предполагаю что в Африке Инадцем 1) Пеплый климат.,0
26,"+48 +48 у (уа хав ХАВХАВ- здоровая девочка, носитель гипертрикоза здоровая девочка, носитель двух заболеван. -полностью здоровый мальчик здоровый мальчик, носитель анаматии за здоровый мальчик, носитель аконарш здоровая девочка носительница 2-х заб больная девочка акамолией в развит кими да – больной мальчик, в развитии кисти-",0
27,+46 за Признаки: 61: ХАВ здоровый хав аномалия и здоровый В- воздуховый а- а- аномапия в развитии кисти за- больной инертрихоз заб- большой здоровый красаверные памяти,0
28,необработки. аномалия роцвиния а 474 нормальное услышение книги,2
28,"3. Героинны и феномисты родителей: акомался хлешер без генеририка мушкоза- х Аха (гамешь) нормальное развитие кисши гимнашиказы- хну (гамены) 4. Рекомены и фенотипы потомства: шива. шамалия развитие животных кисти, аномался развития книги, гимнастикоза а- нормальное развитие шиши, кормальное развитие кисти, инерациюза вниманно первом первом первом браке развития но чистые рождение в была с аномашей так как живота и шлемпершикозом (Х"" несущая -кромосома полушившего, аккуль (х), и ошибшую У- кромосому образоваващихся в результате были двух генов м27 а и другие 1. фильмы журналист",2
28,"-аномамия развития кисти, без гипертрихоза УАЬ без охацав - аношения развития кисти, гипертрихоз нормальное развитие кисти, гипертрихоз 2) а аномашия кисти бег гипертрихоза нормальное развитие кисти без гипертрих оза. в. FigXax а- нормальное развитие кисти, без гипертрихоза аномамия развития кисти, без гипертрихоза -нормальное развитие кисти, без гипертрихоза о ХАЗАВ -аномалия развития кисти, без гипертрихоза. В В первом браке возможно рождение ребёнка с нормальным развитием ти кисти и гипер территории В генотипе этого ребёнка (Ха дав) присутствует материнская х-хромосома с наличием аллеля нормального скелет10 /а) и отцовская У-хрошосоша с аллелем нормального развития скелета (а) и гипертрихоза (6), образовав- шляся в результате кроссинговера. го скелета",3
28,"ав х о ""завув нет аномашии в развити ли кисти, нет гипертрикоза аномашие приход гипертрихо в развитии кус G: -некроховерные (К-в) - кроссоверные",0
28,"аномашия в развитии кисти, нет гипертрикоза нет аномалии в развитии года кисти нет гипертревиза G: (уав) рав года заву в нет радвитки кисти, д гипертрикоза. -О, то аномашие в разви развитии кисти, разв нет гипертрикоза. зав ув нет аномами люда. нет гипертрипоза в в развитии кисти, за -О, аномали амие в развитии кисти, прих три 3) Да, волгож нав уможно рождение и двевочки и шальчика (хв) 4 последует к коссоверный мате- мальчик наследует красоверный он No 22 1.) Данный отрицательный контроль не кватным, потому что от данного препарата нет никакой пользы, так как он не влияет на количество вирусных частиц. А так же вирусные заболевания сикарственными препаратами не мчатся делаются вакцины или вводят- 2) ся сыворотки 2) Отрицательный контроль - не д добавшеть лекар-",0
26,"23. Нельзя утверждать, что тестируемый препарат разру- тает вирусные частицы потому что анализируя дан- ную таблицы видно, что количество вируса практически не изменяется после введения препарата , а через 96 ч, и вовсе количество вирусных частиц в образце увеличивается. Эксперимент это метод позволяющий определить вли- яние препарата на целостность вирусных частиц.",0
28,"1. Скема скрепуивания 1. женщина с нормальным развитием кисти без гипертрикоза. мужчина аномальное разви с гипертрикозом красингов. гаметы. красингов. гаметы. кусти. развитием и с генотипы и фенотипы потомства. а -тел девочка с нормальным развитием кисти, Кроссингов - мальчик с аномальным красный кисти +4 – девочка с аномальным развитием, без х ун - мальчик с нормальным без гипертри 2а. гипертрико зом. гипертрикоза развитием кисти с трикозам гипер 3. Схема скрещивания 2. с женщина развлением аномальным без гипертрикоза кисти а век гипертвиком ликричина без аномами развития кисти рук без",2
28,"5) 2pg = 2. 0.01 - 0,99 = 0,0198 к снижению дом рецессивных гомозитот во всей шповмес- кой полулиции может приводить дрейф генов. 28. Домо: Решение: 1) Р: ф Х*Х* у 6 а- амомалия В -норш. ушиная раковина с норм развитием кисти и без гипертрихоза амошалия кисти и в развитии гимртрикоз в- гипертрахоз G: 96 Р- родители дошри F - потомство - и дригальное апошания солновые схлуь развитие кисти и без гипертри- хоза в развитии кисти и без галер- трикоза - нормальное развитие кисти и гипертрикоз (как? - d) Р: Ф х а х о хлув нормальное аномании в развитии кисти и гипертри- амомания в разви- тиш кисти и без пилертрихоза развитие FA: - день с нормальным развитии кисти и без гимртрикоза ув - свин с аномалий в развитии кисти и без силертрихоза 3) в первом браке может родиться сын нормальным разви- тиш кисти и гипертриховом ( x*yb) Ген нормального",0
28,"нормальное развитие аномальное развитие кисти гипертрихоз генотипы и фенотипы возможных дочерей: - нормальное развитие кисти - аномальное развитие кисти генотипы и финотипы возможных сыновей: - аномальное развитие кисти, гипертрихоз - нормальное развитие кисти, гипертрихоз аномальное развитие нормальное развитие кисти отсутствие гипертрихоза",3
28,"а а а сцепленые. Хв, Х в п Х ь, A красноведные. , 9X а хв-д (девочки), норм. кисть, без гипертрихоза а х в X в.- е (девочка), висть анамалия, без гипертрию а а х- е (девочка), норм. кисть, гипертрихоз. х - о (девочка), (кисть) аномалия, гипертрихоз. Хв У -о"" (мальчик), (кисть) аномалия, без гипертри- хозя",0
